Fonction;Expérience fonction;Niveau Etudes;Structure;Secteur Activité;Taille Société;Nbre dossiers gérés mensuellement;Paie internalisée ou externalisée;Nbre Bulletins Produits;Nbre Bulletins Supervisés;Nbre de CCN;Management;Volume de paies supervisées;Nbre de personnes supervisées;Quelle est votre expérience totale ?;Combien de jours de télétravail avez vous par semaine ?;Rémunération brute;Avez vous primes et avantages salariaux (hors légal) ?;Anglais dans votre quotidien pro ?;Dans quel département travaillez vous ?;Quel est votre sexe ?;Quelle est votre tranche d'âge ?;Poste;Localisation
Gestionnaire Paie;1 à 3 ans;Bac+2;Société d'externalisation de paies;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);51 à 150;NC;10;Non;NC;NC;1 à 3 ans;3;25200;Non;Non;31;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;51 à 250;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;4 à 7 ans;2;35250;Oui;Oui, écrit;78;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);151 à 300;NC;6 à 10;Non;NC;NC;4 à 7 ans;1;37000;Non;Non;95;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Cabinet d'Expertise Comptable;NC;51 à 250;41 à 60;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;4 à 6;Oui;1 501 à 3 000;2 à 5;4 à 7 ans;1;34000;Oui;Non;56;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;4 à 7 ans;Bac+3;Entreprise;Edition / Communication / Multimédia;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;1 501 à 3 000;2 à 5;8 à 12 ans;2;58000;Oui;Oui, écrit et oral;75;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Non;NC;NC;8 à 12 ans;0;31000;Oui;Non;35;Homme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;51 à 250;21 à 40;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;4 à 6;Non;NC;NC;8 à 12 ans;2;34000;Non;Non;91;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Entreprise;Industries;251 à 1000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;1;Non;NC;NC;8 à 12 ans;2;38000;Oui;Non;77;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie Adjoint(e);4 à 7 ans;Bac+5;Entreprise;Service public;2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;501 à 1 500;2 à 5;15 à 20 ans;3;55000;Non;Non;94;Femme;36 à 45 ans;Responsable Adjoint Paie;IDF
Responsable Paie & SIRH;+ 12 ans;Bac+3;Entreprise;Services aux entreprises;10 001 à 30 000;NC;Internalisée (tout est géré en interne);51 à 150;NC;1;Oui;5 001 à 10 000;21 à 40;+ de 21 ans;2;75000;Oui;Non;78;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;- de 500;1;4 à 7 ans;0;39976;Non;Non;56;Homme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+2;Entreprise;Edition / Communication / Multimédia;Moins de 50;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;8 à 12 ans;0;38000;Non;Non;77;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Entreprise;Service public;2500 à 5000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;4 à 7 ans;2;42350;Oui;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Associatif;51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;1;Non;NC;NC;8 à 12 ans;3;35000;Oui;Non;60;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Entreprise;Santé - Etablissements Hospitaliers;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;1 à 3 ans;5;31200;Oui;Non;78;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;8 à 12 ans;Bac+5;Entreprise;Industries;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Oui;- de 500;1;15 à 20 ans;2;46000;Oui;Non;85;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Entreprise;BTP / Travaux / Construction;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;32545;Oui;Non;44;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;- 1 an;Bac+3;Entreprise;Associatif;2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Non;NC;NC;- 1 an;2;28000;Oui;Non;94;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;+ 12 ans;Bac+2;Entreprise;Retail;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;3 001 à 5 000;6 à 10;15 à 20 ans;2;80000;Oui;Oui, écrit;75;Femme;46 à 55 ans;Responsable Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+5;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);301 à 500;NC;6 à 10;Oui;- de 500;1;8 à 12 ans;4;45000;Oui;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;1 à 3 ans;Bac+2;Entreprise;Santé - Etablissements Hospitaliers;10 001 à 30 000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);0;NC;1;Non;NC;NC;+ de 21 ans;3;46000;Oui;Non;95;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Entreprise;Habitat;2500 à 5000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;41000;Oui;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;+ 12 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;51 à 250;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;15 à 20 ans;2;58000;Oui;Oui, écrit;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Associatif;Moins de 50;NC;Internalisée (tout est géré en interne);- de 50;NC;1;Non;NC;NC;4 à 7 ans;2;17000;Non;Non;93;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;1;Oui;- de 500;2 à 5;8 à 12 ans;3;50000;Oui;Oui, écrit et oral;59;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Société d'externalisation de paies;NC;Moins de 50;41 à 60;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;6 à 10;Non;NC;NC;4 à 7 ans;2;33000;Oui;Non;59;Homme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;- 1 an;Bac+2;Société d'externalisation de paies;NC;Moins de 50;41 à 60;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;6 à 10;Non;NC;NC;- 1 an;1;23400;Oui;Non;59;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Entreprise;Industries;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;8 à 12 ans;2;32500;Oui;Oui, écrit;29;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;8 à 12 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;2;42000;Oui;Non;94;Homme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie;1 à 3 ans;Bac+2;Entreprise;Spectacle vivant;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Oui;- de 500;2 à 5;15 à 20 ans;1;54067;Oui;Non;78;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie;1 à 3 ans;Bac+5;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);701;NC;10;Oui;501 à 1 500;2 à 5;8 à 12 ans;2;46250;Non;Non;13;Femme;+ 56 ans;Responsable Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Hôtellerie de plein air;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;1 501 à 3 000;6 à 10;15 à 20 ans;1;48000;Oui;Non;33;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Directeur/trice Paie;8 à 12 ans;Bac+3;Entreprise;Transport / Logistique;2500 à 5000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;1;Oui;3 001 à 5 000;6 à 10;15 à 20 ans;1;74000;Oui;Non;53;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Entreprise;Associatif;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;31200;Non;Non;60;Homme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Informatique / Télécoms;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;51 à 150;1;Non;NC;NC;4 à 7 ans;2;44000;Oui;Oui, écrit et oral;92;Homme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;- 1 an;Bac+2;Entreprise;Nettoyage industriel / Sécurité;2500 à 5000;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;- 1 an;0;29500;Non;Non;35;Homme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Entreprise;Industries;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;1;37960;Oui;Non;69;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;4 à 7 ans;Bac+3;Entreprise;Services aux entreprises;2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;1 501 à 3 000;2 à 5;15 à 20 ans;2;50000;Oui;Non;51;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;10 001 à 30 000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);0;NC;1;Oui;3 001 à 5 000;6 à 10;8 à 12 ans;3;55000;Oui;Non;95;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Paysage;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;4 à 7 ans;1;37000;Non;Non;78;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Consultant(e) Paie;1 à 3 ans;Bac;Entreprise;Industries;30 001;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Non;NC;NC;8 à 12 ans;2;65000;Oui;Non;92;Femme;36 à 45 ans;Consultant Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+5;Entreprise;Associatif;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;- de 500;1;8 à 12 ans;0;60000;Oui;Oui, écrit et oral;13;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;8 à 12 ans;3;42000;Oui;Non;93;Homme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie;4 à 7 ans;Bac+5;Entreprise;Etudes / Conseils;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;5 001 à 10 000;11 à 20;15 à 20 ans;4;79000;Oui;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+2;Société d'externalisation de paies;NC;Moins de 50;-10;Semi externalisée (le prestataire paie prend certains sujets en charge);151 à 300;NC;4 à 6;Oui;- de 500;2 à 5;4 à 7 ans;1;39600;Oui;Oui, écrit et oral;13;Femme;46 à 55 ans;Responsable Adjoint Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Automobile;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;+ de 21 ans;1;39000;Oui;Non;28;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;4 à 6;Oui;- de 500;1;15 à 20 ans;0;48000;Oui;Non;94;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac;Entreprise;Industries;2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;1 501 à 3 000;6 à 10;15 à 20 ans;1;64000;Oui;Oui, écrit;78;Femme;36 à 45 ans;Responsable Adjoint Paie;IDF
Gestionnaire Paie;+ 12 ans;;Entreprise;Services aux entreprises;10 001 à 30 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;- de 500;2 à 5;15 à 20 ans;4;42000;Oui;Non;93;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;1;Oui;- de 500;2 à 5;+ de 21 ans;2;60000;Oui;Oui, écrit et oral;75;Femme;46 à 55 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;51 à 250;41 à 60;Internalisée (tout est géré en interne);301 à 500;NC;10;Oui;- de 500;2 à 5;15 à 20 ans;5;50000;Oui;Oui, écrit;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;10;Oui;- de 500;2 à 5;15 à 20 ans;0;32000;Oui;Non;17;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie & SIRH;+ 12 ans;Bac+5;Entreprise;Services aux entreprises;2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;3 001 à 5 000;11 à 20;+ de 21 ans;2;54000;Non;Non;35;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Consultant(e) Paie;4 à 7 ans;Bac+2;Entreprise;Edition / Communication / Multimédia;251 à 1000;NC;Internalisée (tout est géré en interne);0;NC;10;Non;NC;NC;4 à 7 ans;5;46000;Oui;Oui, écrit et oral;75;Homme;26 à 35 ans;Consultant Paie;IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;10 001 à 30 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;15 à 20 ans;3;45500;Oui;Oui, écrit et oral;95;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Entreprise;BTP / Travaux / Construction;30 001;NC;Internalisée (tout est géré en interne);51 à 150;NC;1;Non;NC;NC;8 à 12 ans;1;37300;Oui;Non;44;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+3;Entreprise;Santé - Etablissements Hospitaliers;10 001 à 30 000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;1;Non;NC;NC;15 à 20 ans;2;63000;Oui;Non;69;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Responsable Paie;4 à 7 ans;Bac+3;Société d'externalisation de paies;NC;Moins de 50;91;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;8 à 12 ans;1;40000;Oui;Non;13;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Responsable Paie & SIRH;+ 12 ans;Bac+2;Entreprise;Formation;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;501 à 1 500;2 à 5;+ de 21 ans;2;75000;Oui;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Service public;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;4 à 7 ans;0;27942;Non;Non;17;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac;Entreprise;Services aux entreprises;1000 à 2500;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;8 à 12 ans;3;34000;Oui;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+5;Entreprise;Industries;1000 à 2500;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;1;Oui;- de 500;1;8 à 12 ans;2;60000;Oui;Oui, écrit et oral;92;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie & SIRH;1 à 3 ans;Bac+5;Entreprise;Commerce / Négoce / Distribution;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;4 à 7 ans;0;37000;Non;Non;13;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Société d'externalisation de paies;NC;51 à 250;61 à 90;Internalisée (tout est géré en interne);701;NC;6 à 10;Non;NC;NC;4 à 7 ans;3;39500;Non;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie Adjoint(e);+ 12 ans;Bac+5;Société d'externalisation de paies;NC;Moins de 50;91;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;10;Oui;501 à 1 500;2 à 5;8 à 12 ans;3;46000;Oui;Oui, écrit;59;Femme;36 à 45 ans;Responsable Adjoint Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+5;Entreprise;Services aux entreprises;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;1;Oui;- de 500;2 à 5;8 à 12 ans;3;60000;Oui;Non;75;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie;8 à 12 ans;;Entreprise;Commerce / Négoce / Distribution;2500 à 5000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;1;Oui;501 à 1 500;6 à 10;+ de 21 ans;1;85000;Oui;Non;95;Femme;+ 56 ans;Responsable Paie;IDF
Consultant(e) Paie;8 à 12 ans;Bac+2;Société d'externalisation de paies;NC;51 à 250;-10;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;4 à 6;Oui;5 001 à 10 000;2 à 5;8 à 12 ans;5;46000;Non;Non;75;Homme;46 à 55 ans;Consultant Paie;IDF
Responsable Paie;+ 12 ans;Bac+2;Entreprise;Banque / Assurance / Mutuelle;1000 à 2500;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;2 à 3;Oui;501 à 1 500;2 à 5;15 à 20 ans;2;85000;Oui;Oui, écrit;75;Homme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie;4 à 7 ans;Bac+5;Entreprise;Industries;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;0;49000;Oui;Non;38;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;Bac+5;Entreprise;Automobile;2500 à 5000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;1 à 3 ans;2;33000;Oui;Non;25;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Cabinet d'Expertise Comptable;NC;51 à 250;21 à 40;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;6 à 10;Non;NC;NC;4 à 7 ans;2;43000;Non;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Industries;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;8 à 12 ans;1;37200;Non;Non;91;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+2;Société d'externalisation de paies;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);501 à 700;NC;10;Non;NC;NC;+ de 21 ans;5;40800;Oui;Oui, écrit;92;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Directeur/trice Paie;8 à 12 ans;Bac+2;Cabinet d'Expertise Comptable;NC;251 à 1000;-10;Internalisée (tout est géré en interne);0;NC;10;Oui;5 001 à 10 000;11 à 20;15 à 20 ans;1;50000;Oui;Non;62;Homme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+3;Entreprise;Luxe;51 à 250;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;+ de 21 ans;2;52000;Oui;Oui, écrit;75;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Entreprise;Banque / Assurance / Mutuelle;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;40000;Oui;Non;78;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+5;Société d'externalisation de paies;NC;Moins de 50;11 à 20;Internalisée (tout est géré en interne);501 à 700;NC;10;Non;NC;NC;15 à 20 ans;2;35000;Non;Non;33;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;8 à 12 ans;Bac+2;Entreprise;Médias audiovisuel;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;1 501 à 3 000;6 à 10;15 à 20 ans;2;70000;Non;Non;75;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie & SIRH;1 à 3 ans;Bac+5;Entreprise;Automobile;251 à 1000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;1;Oui;- de 500;2 à 5;8 à 12 ans;2;54000;Oui;Oui, écrit;28;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;51 à 250;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;1 à 3 ans;2;27000;Oui;Non;40;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+2;Entreprise;Industries;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;0;40000;Oui;Non;62;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac;Entreprise;Service public;5001 à 10 000;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;28000;Non;Non;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Entreprise;Médico Social;30 001;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;3 001 à 5 000;2 à 5;4 à 7 ans;3;24000;Non;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Industries;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;45000;Oui;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+3;Entreprise;Transport / Logistique;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;2 à 3;Non;NC;NC;8 à 12 ans;2;38000;Non;Non;93;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;8 à 12 ans;0;30000;Oui;Non;57;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Entreprise;Industries;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;8 à 12 ans;2;34000;Non;Non;35;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;4 à 7 ans;Bac+3;Entreprise;BTP / Travaux / Construction;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;- de 500;1;15 à 20 ans;1;49000;Oui;Non;22;Femme;46 à 55 ans;Responsable Paie;Hors IDF
